Email,Address,Avg Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent
jacksonking@mccormick.com,"120 Micheal Fort Apt. 762East Patrickbury, WY 65946",30.83643267,13.10010954,35.90772143,3.361612985,467.5019004
jessica04@christian-riley.com,"338 Graham Loaf Suite 236East Toddton, FM 43566-4238",34.87849495,13.06789568,36.67822227,1.920715478,504.8704324
simmonsmartin@hardy.com,"2302 Joshua ParkMillerbury, WA 30239-8144",34.00721197,12.49432293,36.04545942,4.330714462,590.5627196
michellejohnson@sanders-rodriguez.com,"70562 Gonzalez StravenueElizabethland, WI 40700-9149",31.52575242,11.34003593,37.03951365,3.811248171,443.9656268
tylerhernandez@barton.info,"7613 Miguel Knoll Suite 762West Katherine, WV 19406",31.04722214,11.19966096,38.6887091,3.088763958,392.4973992
connerjoseph@gmail.com,"981 David SquareNew Jacquelinetown, AK 66018-4092",34.59577669,11.33248778,35.4598628,4.541695257,568.7175759
jeffrey54@mcdonald-williams.com,"297 Francis ValleySouth Lindsey, NY 13669-5367",34.96760989,13.9194944,37.95201319,5.066696864,712.3963268
hevans@kelly-nunez.org,Unit 4065 Box 2267DPO AE 69180-7372,32.29524763,11.03135834,38.25297827,3.107468683,413.2959992
lewiskendra@yahoo.com,"988 Matthew PlazaLake Jacobshire, AL 37889",33.32424052,11.08458409,36.77601658,4.746989703,562.0820454
freemantina@cannon.org,"870 Dennis ThroughwayWilsonport, PW 12658",32.90345433,10.54264542,35.5338635,3.09182687,412.0129313
wagnerbrian@hotmail.com,"50593 Wells Roads Apt. 110South Amy, MI 06969-2026",32.55949313,11.79779551,37.7773658,3.195625776,468.6684656
melissa08@nelson.com,"15863 Harrington Glens Suite 012Marystad, LA 50652-8210",31.76561882,12.44261655,38.13171203,3.850279639,496.5540816
karina59@gmail.com,"9580 Clark Trail Suite 687Williamsside, FM 57367",34.0816462,12.10454243,36.05964598,3.97452248,548.5185293
baldwinbryan@estrada-silva.biz,"1470 Kathleen PassSouth Christopherberg, SD 22850",33.30443129,12.37849022,38.76429717,3.843848921,536.1308969
audreyguerrero@carey.com,"1995 Susan Locks Suite 760East Cheryl, AR 37103-5176",34.33075044,13.72245368,35.77311639,2.90900846,558.4272572
drew29@hotmail.com,"20888 Erin ViaGrahamville, NH 72913-6101",32.07894758,12.72590932,36.5446641,1.139093538,357.8637186
michael00@yahoo.com,"03065 Henry Courts Suite 443Derekstad, VT 88473",33.605799,13.6851189,34.89198327,2.685284836,529.0566632
jgray@khan-allen.com,"1416 Rachel CrescentWest Laurieside, IL 81119-7229",32.74515048,10.01258337,38.35495987,3.108911449,387.3570727
bushsusan@hotmail.com,"20618 David SquareGayland, HI 78719-9628",32.1223648,11.43553387,36.22355746,4.852842407,528.9336186
charris@gmail.com,"2781 Matthew Wells Apt. 569Potterview, KS 50763-8282",32.53082944,12.35460708,37.12234521,2.307552421,420.9161595
longphillip@yahoo.com,"13044 Woods HeightsAndreamouth, ND 52317-6007",31.73663569,10.74853366,35.73870747,4.835528667,496.9334463
madisonalexander@gmail.com,"791 Allen Trafficway Suite 776Christopherland, DC 41460",34.11756669,11.59187167,37.7436197,3.678589399,519.3729768
mfoster@brown-white.com,"36192 Ho SpringNew Michael, RI 65851-6369",33.63662446,11.23650676,37.67502073,5.254708926,591.4377356
sanchezkara@hotmail.com,"40494 Robert ParkHeatherside, IL 70364",34.33486453,11.10945633,38.58585476,3.89289148,502.4097853
floresbradley@hotmail.com,"446 Daniel Rest Suite 644Port Matthewhaven, MN 89465",34.81498394,12.11494496,36.28872395,4.389455226,604.3348401
lamryan@curtis-garcia.net,"96393 Joshua RapidsJonesview, VA 58733",34.64266976,11.86648121,37.71777057,4.003325039,555.0683941
alexandra26@summers-davis.com,Unit 7032 Box 7016DPO AE 44749-2992,32.83694077,10.25654903,36.14390846,0.789519908,256.6705823
ocortez@gmail.com,"4800 Ashley Spur Apt. 347Dannyfort, GA 23352",32.29964716,12.16859647,37.07361617,4.403369831,547.1109824
melinda39@morton.info,"13693 Cox Falls Apt. 693Padillaview, PW 28998-0386",31.94801742,13.08535689,37.6056528,2.64859677,461.9208769
lisa94@jackson.com,"40288 Stephens Corner Apt. 221West Stephanie, OK 55617-4332",32.7273192,13.01337563,36.65127792,2.367848224,458.3769107
lucastaylor@yahoo.com,"63872 Chavez LodgeDanielton, NJ 85847",33.94624062,10.98397673,37.95148946,3.050712973,436.2834981
apark@walsh-obrien.net,"28942 Bradford CrescentNew Morganfurt, MD 77162-0478",32.35147815,13.10515852,35.57484167,3.641497162,532.9352188
dominguezmaria@gmail.com,"1768 Rosales Ford Apt. 793Lake Markbury, SC 31567",34.17375202,12.14474854,37.25803146,3.397363093,512.5525344
jimmy11@hardin.com,"496 Bush Turnpike Apt. 674Donnabury, OR 32596-0079",32.97518183,13.90991551,37.79223754,4.297686524,630.4227632
patriciajackson@jenkins.info,"981 Matthew Valley Apt. 621Lake Tracyburgh, NM 33288-1364",32.00475302,11.39520943,37.33281446,3.803364999,463.7459811
rayvanessa@fischer.com,"2583 Mark SpringsLake Robert, AL 40928",34.19705969,13.03356618,37.07679516,2.633419989,493.1802162
gharrison@davis.com,"04140 Cameron Brooks Apt. 724South Laurenberg, HI 08562",33.17720467,11.62277717,35.96889569,3.634093727,501.2091727
alexandermichael@hotmail.com,"2086 Lisa ViewOrtegabury, MI 43544",32.69323954,12.6007504,37.37011822,3.467014066,501.9282649
christopher66@hotmail.com,"388 Kelly PikeWest Jeffery, DE 44039-7785",31.62536013,13.18791099,37.06708997,1.494310895,376.3369008
archeremily@baldwin.com,USCGC HernandezFPO AE 53064,31.26064687,13.26676035,36.9711951,2.267251114,421.3266313
hornesteven@gmail.com,"91425 Roy TrailRivaston, NE 34949-2588",31.7207699,11.75234317,38.57360523,5.023934201,538.7749335
william28@gmail.com,"16763 Melissa Creek Suite 367North Keithland, PW 29458",32.92261076,11.56811634,36.90937821,2.47175067,398.1634685
karenosborne@yahoo.com,"81814 Pratt Squares Suite 460North Robert, GU 77741-1307",32.68624509,12.63857212,36.09722093,4.297737482,571.4710341
chansen@holt.com,"2380 Fisher Neck Suite 233Brianland, AZ 34453-0625",34.05094676,11.38864458,39.08156475,2.436958876,451.6286105
hallthomas@lane.com,"22630 Bell Centers Suite 030North Danielport, FM 31756",32.45455254,11.8229833,36.94612578,3.656983927,490.6004425
taylorkimberly@yahoo.com,"0030 Mathis Square Suite 154South Jadehaven, AR 33997-4450",31.28344748,12.72567737,35.96566746,5.000243361,591.7810894
clester@yahoo.com,"76778 Underwood KnollNew Gregory, ID 57323",32.9800292,11.20115977,37.68933698,2.412830961,409.0704721
pvega@hotmail.com,"61629 Johnson UnderpassNew Eric, MI 92352-5044",31.90962683,11.34726361,36.32365247,5.314354141,563.4460357
vmartin@yahoo.com,"30242 Rubio ForestPort Kyleland, VA 18339-5779",34.40240965,14.22097911,37.52319665,4.077775098,647.6194557
andreperez@hotmail.com,"17463 George PortsEast Julianborough, WY 68291",32.95976431,11.54627576,36.94795369,3.275070681,448.340425
anntaylor@hotmail.com,"PSC 1634, Box 8167APO AA 49814",33.78015676,11.91763618,36.84473382,3.634996006,518.7864831
hickmanelizabeth@yahoo.com,"12641 Greer Track Apt. 183North Mitchell, IA 77991-6276",32.67294353,12.27605698,37.19279353,3.982471513,523.6339351
halljohn@yahoo.com,"311 Savannah Ramp Suite 245Carlsonbury, LA 08453-6035",32.72852076,10.13171246,34.84561239,3.287701824,393.857371
cohensean@yahoo.com,"3751 Green LoafNew Julia, VT 20897",33.40992259,12.02694222,36.13389429,2.313349885,426.1545477
jmartinez@anderson.org,"14889 Page PrairieDennisville, NV 27982-4210",31.72420252,13.1722875,36.19975347,3.557813698,503.3878873
cbrady@gonzalez-miller.com,"193 Ashley Plaza Suite 706Hernandezport, WV 71270-7338",32.7111193,12.32629139,36.67387836,3.350279288,482.6024673
pkline@hotmail.com,"PSC 6338, Box 7637APO AA 22066",33.13665525,13.89131342,39.22071295,2.907094935,524.7976276
martha91@garrison.net,"360 Albert SpringSouth Tylerbury, VA 92641-9077",34.37939438,12.93092854,36.3602472,3.792711955,574.6548434
maureenlopez@gmail.com,"82537 Alice CentersGregland, OR 71749",35.53090415,11.37925718,36.63610412,4.029453828,574.7472197
russellbaldwin@ferrell.info,"295 Michael Keys Apt. 706Ericfurt, KS 09476",33.24726795,14.06938234,38.99332245,4.978475793,660.4251843
amandastanley@yahoo.com,"38528 Jerry Valleys Suite 027Jonesstad, NY 74787-2691",32.09610899,10.80489056,37.37276215,2.699562055,375.3984554
george02@hotmail.com,"3286 Lynch FieldHenrychester, RI 41833-7902",35.03928306,14.42649105,37.3741835,3.930615327,640.18774
swilliams@ball-arroyo.com,"450 Samantha ValleysCollinsborough, KS 37205-9891",32.55052657,13.04124459,36.65520808,3.456233824,514.0098178
taylorjared@foster.net,"601 Mitchell Estates Suite 922Port Daniel, WV 83595",32.58249357,11.7397438,36.85481082,2.18201697,376.4968407
keith13@yahoo.com,"81830 Katie SquaresPort Austinland, FL 73522-0761",33.29698192,12.49105874,38.23894085,2.709526627,484.5198091
schmidtdenise@hotmail.com,"06392 Matthew Viaduct Suite 000Lake Ronald, NY 45787-0181",33.10833615,12.89237451,36.5273883,4.594116865,614.7296376
jasmin20@salas.com,"634 Nancy Shoals Suite 241South Barry, AR 52307",33.90271779,11.66886651,37.34126616,4.25698329,567.4750105
christophermorrison@mcguire-carter.biz,"90089 Eric WellNicoleside, MT 95918",34.55528259,11.77777204,37.97982686,3.784273087,554.0030934
deborah51@yahoo.com,"4190 Shelton HarborsNorth Christopher, RI 60962",33.73264839,12.13879388,36.85388246,1.623419609,399.9838716
melindahartman@gmail.com,"3761 Jared MountainNicholasport, WY 51181",31.6005122,12.22296745,36.82275323,3.41450624,479.1728515
sharper@yahoo.com,"239 Bush Fall Apt. 906Riveraville, KY 88906-3319",34.31892744,13.4023319,37.29204471,3.606086889,585.9318443
jessicabrewer@simmons.net,"5052 Mccoy Passage Apt. 328Teresaport, FM 97139",34.00648892,12.95627661,38.65509454,3.275733705,540.9957391
beckycarson@jones-brown.biz,"78787 Mitchell LightsMatthewville, AZ 30310-0130",33.54047906,12.88412462,36.22604169,5.007271987,628.0478039
jennifer24@hotmail.com,"46954 Melissa CornerNorth Amanda, LA 34844",34.43642584,13.3254691,36.76860309,3.371258113,582.4919237
jeremy00@yahoo.com,"45442 Barber Key Apt. 882South Jaclyn, NM 24367-3001",33.55169914,12.15858523,36.57513378,5.453969475,640.7861664
wellsjuan@schroeder.com,"0338 Francis JunctionLake Alexstad, NH 14302",31.81861657,11.22654566,35.66993517,3.755869389,446.4186734
gregorystewart@hotmail.com,"232 John Haven Suite 456Johnsonhaven, VT 90106-0173",32.36312129,12.46113544,37.74560774,4.664258497,570.6300981
tammyjones@griffin.com,"0859 Audrey IsleSouth Zachary, AS 09138",33.19157088,9.846124909,36.87631323,3.806670949,423.3083341
djohnson@hotmail.com,"5358 Stephen Parkway Suite 894Kimview, MN 17436-4528",32.19249883,13.32541219,36.89729461,5.049927475,616.660286
kenneth27@smith.com,"721 Robert Viaduct Apt. 052Lake Olivia, MO 93807",32.60790272,13.67724584,37.7446997,2.871947536,530.3624689
johnathan33@yahoo.com,"836 Amy VillagesHannahside, RI 09207-2616",32.26200311,11.64496955,37.02687697,3.236732814,442.3631174
carrillojacob@perry-larsen.com,"909 Hicks MountainsGabriellaport, MD 33121",32.27184828,13.48500899,37.55088041,3.086337272,511.97986
greenelizabeth@edwards.com,"54051 Jenkins ViewEast Danielshire, IN 32905-7784",33.79512493,11.62099651,38.41946853,4.559699083,560.4437922
denisemorrow@johnson-james.net,"24458 Hudson SquareHallside, PA 68038",31.65480968,13.01445915,37.78903635,3.010209778,475.2634237
wandaphillips@leonard.com,"149 Monica Vista Apt. 908Jasonberg, TX 19632-8886",33.07773079,11.46698422,35.67572763,1.809229592,374.2696745
zachary94@gmail.com,"99902 Scott RoadJoyton, MT 46760-7400",31.3123496,11.68490419,38.7170763,3.5942951,463.591418
ppowell@gmail.com,"74260 Carly Mews Suite 703Jonesberg, OR 39594",32.87273861,12.09396636,36.62077386,3.049195744,471.6028844
bhill@pierce-kane.info,"3324 Branch Squares Suite 221Riddleton, OK 34594",33.70815341,14.32565494,35.72182733,3.634340224,626.0186727
matthewgraves@mills-shaffer.com,"66636 Jason ParkwayKellyside, NV 67033",33.90856503,12.91484663,39.06886445,1.482359644,432.4720613
nwagner@yahoo.com,Unit 2079 Box 7792DPO AP 47668,32.31290975,9.82440177,35.74277913,2.921350141,356.6155679
jamesfaulkner@hoffman-wolfe.org,Unit 0474 Box 0661DPO AP 48938-3469,34.39432665,12.80775183,38.55103029,1.810079876,467.4278485
phillipscarrie@gmail.com,"625 Andrew LocksMadisonside, AZ 74068",32.42330473,13.05827793,37.26387556,3.373104674,503.2173931
samantha84@cortez.com,"960 Miller UnionEast Virginiastad, MS 74191-2346",33.53939635,10.5345535,37.03479129,2.214797519,378.4735664
edward29@knapp.com,"4029 Gerald CapeSouth Laurenborough, SC 19130-5133",33.37401693,11.14343308,35.94639915,5.454463278,584.2183135
hannahgilbert@gmail.com,"6961 Mary Stravenue Suite 857Hilltown, TX 52813-7703",33.79475594,10.98280553,34.81063145,3.201801722,451.7278633
lschroeder@gmail.com,"93101 Shannon CommonSouth Destiny, ND 30379-2855",33.7709001,11.15396605,37.24032955,4.729484542,557.634109
thomaswendy@yahoo.com,"449 Amanda TunnelJoshuahaven, CO 15377",31.30919264,11.94717532,36.19083324,3.205529765,432.7207178
fuenteskathryn@schmidt-johnson.org,"839 Heather CliffSouth Blake, SC 90412",33.61256335,11.470565,37.06168877,3.802511439,506.42386
melissa08@rowe.net,"13799 Cortez Inlet Suite 733East Stevenshire, AL 32757",33.39826013,11.03785041,38.61733445,4.116340467,510.1598173
bradleysmith@barber.com,"581 Gilmore PortHeatherville, MS 20879",33.62259184,11.1673569,35.62658733,5.462500764,587.5747995
morganorozco@hotmail.com,"0001 Mack MillNorth Jennifer, NE 42021-5936",30.4925367,11.56293625,35.97656497,1.481616627,282.4712457
johnsonhannah@gmail.com,"634 Robert Hill Apt. 800Coxtown, OK 32430",31.90485713,12.22772828,36.98591348,3.771420132,473.9498574
javier02@landry.net,Unit 7029 Box 3429DPO AE 56975,33.02642035,13.18681287,38.0669296,2.898299578,489.9080531
lmalone@gmail.com,USS BeasleyFPO AP 50556-7615,32.9751929,13.39445179,37.80697767,3.569046516,541.9722038
brandon77@richardson.com,"109 Jessica ManorNorth Patriciashire, PR 84726",30.81620065,11.85139874,36.92504304,1.084585303,266.0863409
bhamilton@shaw.biz,"036 Mary Drive Apt. 581Port Brandytown, FL 66143",33.91401512,12.26650384,36.57503098,3.023474446,494.6871558
randyrobinson@hotmail.com,"14548 Hayes Isle Apt. 436Garciaville, IN 65366",33.30267221,13.45922229,36.33952101,5.566384892,689.7876042
ecruz@yahoo.com,"08111 Barry HighwayBentonberg, GU 13706",31.91207593,11.79297182,36.25781912,2.39516813,387.5347163
wrightdanielle@gmail.com,"508 May HighwayPort Jacobview, MN 31932",32.40855896,10.98574015,37.36839124,3.504833486,441.8966315
deandanny@yahoo.com,"9781 Lopez Spurs Apt. 300Fitzgeraldborough, MA 89035-4317",32.64461691,12.63755716,36.51708576,5.226687713,604.8413188
dblair@gmail.com,"190 Kelley BurgWest Juliaport, IA 35826-8163",34.10227851,8.508152176,35.46240008,1.838210702,302.1895478
veronicapruitt@hotmail.com,Unit 7502 Box 8345DPO AE 53747,33.2485062,11.65659203,36.54860515,3.363411394,479.6148117
davischristina@hotmail.com,"49352 Avila Terrace Suite 624Amandaland, GA 99736",34.72908017,11.96689808,36.54759628,2.957448757,506.1323424
douglasdunlap@boone-rose.com,"093 Larson PortsWest Kathryn, OK 91243",30.39318454,11.80298578,36.31576315,2.083814192,319.9288698
david28@wallace-hill.org,"43382 Heather MeadowsNew Lisaburgh, WI 19151-0302",33.38411057,12.67740144,35.62253059,3.680847338,528.309225
williammoore@rose.com,"686 Baker Fords Suite 893East John, IL 50171-9547",32.87847437,13.03253498,37.87095205,4.693732058,610.1280331
angela25@walker.com,"456 Eric ViewsNorth Amanda, MS 98876-3102",34.50141785,12.44761745,37.53453024,4.008352235,584.105885
arice@reynolds.info,"740 Marshall SquaresDavidbury, AL 94251-0846",33.56647439,12.23565925,37.27757338,2.532044062,466.4211988
adam75@gmail.com,"9991 Macdonald SquaresVasquezborough, WY 73586-4597",32.84879283,10.97316208,36.60950715,2.87098691,404.8245289
charlesgutierrez@hotmail.com,"363 Kathleen UnderpassAshleyside, PR 98964",33.53186013,13.66576979,36.90022076,3.515688256,564.790969
codyandrews@hotmail.com,"63010 Reyes Creek Apt. 569West Catherinetown, MN 67491-6816",33.41906735,13.39112018,37.19419105,4.069916619,596.516698
wheelernancy@hernandez.com,"66340 Michael Lane Suite 878West Brian, LA 69137-1147",32.49541877,12.96832561,38.29611037,1.200483857,368.6547849
drew27@ryan-thompson.com,"4475 Lopez Stravenue Apt. 690Smithchester, NV 84347",33.67402748,12.96889313,37.33310742,3.229450904,542.4124767
suzanne63@gmail.com,"229 Eric MountainsNew Caleb, PA 00396",33.26463207,10.73213134,36.14579171,4.086566338,478.2621264
mitchellscott@gmail.com,"3976 Tom Streets Suite 438Port Davidtown, AL 55334-2369",32.76245596,10.95235338,37.64629179,4.019470352,473.3604956
laurajimenez@gmail.com,"06103 Erik Fields Suite 781Jonesmouth, GA 49931-3078",33.4794716,12.60888879,37.22939452,4.20590389,559.199048
rogersheather@hamilton-jensen.org,"510 Michele PortEast Angela, HI 23618",33.78520721,13.03951103,36.31272657,2.018194629,447.1876443
ievans@hotmail.com,"2064 Poole GrovesNorth Chrisland, SC 78169",33.21718784,10.99968366,38.44276669,4.243812817,505.2300683
john85@rodriguez.info,"57120 Frank KeysJerryborough, DC 81028-0939",31.12809005,13.27895623,37.38718053,4.626075292,557.2526867
phillipsmark@byrd.net,"6734 Perez Trafficway Suite 395Nunezland, NC 83245",33.36951736,10.62794923,38.04031367,3.002957023,422.3687366
elizabeth61@berg-braun.com,"649 King ExtensionNorth April, NY 54175",32.83789305,13.18518117,35.92159519,1.823595183,445.0621855
dbenson@simpson.net,"732 Heather PlaceNorth Michael, VT 92527",30.57436368,11.35104901,37.08884658,4.078308002,442.0644138
stephaniehill@hotmail.com,"8248 Parker Overpass Apt. 024Lake Pamela, WY 44322-1735",32.27459383,12.95481145,37.10881638,3.689916615,533.0400602
davisbriana@gmail.com,"15298 Erickson Shore Apt. 056South Patrickfort, MD 16503-3145",33.144234,11.73704064,37.93518905,2.190132185,424.2028271
kday@gmail.com,"4835 Jessica Walk Suite 205West Jacob, NH 93681",33.48551976,11.8873453,35.86244708,3.206756698,498.6355985
jonathanconner@morales.biz,"920 Anderson ExtensionsGreenfurt, GA 19316-3498",31.97648006,10.75713093,36.59586795,1.977007128,330.594446
anneingram@miller-alexander.com,"4301 Park Lake Apt. 158Spencertown, SD 45934",32.13386241,11.61265077,39.2488039,3.349245383,443.4418601
jeffery48@mcguire.com,"52326 Townsend CentersLake Williamburgh, NJ 70568-7463",32.3025531,11.97906148,38.26906069,3.53286158,478.6009159
theresamitchell@martin-chambers.biz,"157 Linda RoadsNew Jimmyshire, MH 51942",31.82797906,12.46114744,37.42899737,2.974736815,440.0027475
christianwade@butler.info,"3687 Sarah Ranch Suite 919Gainesfort, AK 05665",32.01807401,10.07946345,38.07066426,2.61816531,357.7831107
tina16@santiago.com,"314 Kidd RunJohnfort, KS 46546-2732",32.997459,12.58924056,37.33224075,2.804013693,476.1392469
vancealicia@hotmail.com,"06307 Scott Spurs Suite 161Jessicaburgh, NH 26093-5908",31.81642833,14.28801459,36.77386137,2.964497876,501.1224915
dbell@hotmail.com,"3485 Anthony Street Apt. 119Mikeberg, FL 32602",34.46151474,11.9171157,37.76668677,4.350887844,592.6884532
pamelahampton@martin-cobb.com,"91542 Jessica Springs Suite 255Thomashaven, MT 39239-3790",32.34279623,11.40964462,35.77778217,3.872432042,486.0834255
mark81@wagner.com,"410 Gonzalez Corners Apt. 187East Stephenport, VT 22771",32.30274837,12.81539265,37.95780983,4.615426307,576.0252441
awerner@manning.com,"407 Blake WaysPort Davidland, WA 78438",33.06644066,11.67322925,37.84065508,2.727209454,442.7228916
robertramirez@kaiser.com,"1583 Anderson CovesEast Rebecca, NH 27212",33.89464039,10.61053652,37.97738874,3.53712388,461.7909591
justin26@gmail.com,"32303 Baldwin CausewaySouth Robertside, HI 58126",32.76566459,12.50654819,35.82346667,3.12650949,488.3875258
douglas95@yahoo.com,"395 Summers Courts Apt. 413Coopermouth, IA 21205-1079",33.76981237,11.30446231,37.83397173,5.137816746,593.1564015
qmorse@yahoo.com,"0360 Pearson Dam Suite 263Lake Shawn, UT 65986-4190",31.81248256,10.88692118,34.89782769,3.128638856,392.810345
jason50@bates.net,"74839 Michael Plains Suite 356South Austinshire, ND 40309-1424",32.00850452,12.09588949,36.37750903,3.178952405,443.197221
qeaton@savage.com,"27032 Michelle ForestMorrowtown, ND 14749",33.30433662,12.69266143,37.33359061,3.827375915,535.4807752
tluna@hotmail.com,"01512 Hendricks RueEast Pamela, PR 46481",32.18984473,11.38677555,38.19748325,4.808320373,533.3965538
kara33@gmail.com,"5527 Hogan RoadSouth Jeffreychester, MA 28632",34.93560511,10.72841854,36.88119241,4.048510087,532.1274491
thomas22@yahoo.com,"7346 Jennifer Green Suite 148Wagnertown, MT 65972",33.55165061,11.93689516,35.90025278,4.543332413,558.9481124
david47@hotmail.com,"37216 Krista DrivesWest Andrew, DE 70036",32.38696867,12.7179951,35.12882235,3.481062133,508.7719067
beasleyjoseph@hotmail.com,"1094 Bentley ForgesLake Antonio, MA 29181-3664",33.34450869,10.96980287,35.97457811,2.627624971,403.7669021
hoffmandaniel@yahoo.com,"922 Hampton Path Suite 198Port Jasonmouth, FL 46623",33.67275789,13.42054574,37.7636904,4.794312263,640.5840619
garnerjustin@king.com,"0833 Brian Canyon Suite 566Anthonymouth, VT 01329-7541",34.00207092,11.85468192,37.49189221,2.761861926,461.6282784
francesjohnson@lee.com,"577 Peters TurnpikeLoriport, MA 60572-1669",32.65539704,11.91885971,35.71626916,2.159676023,382.4161079
awu@robinson.org,"0281 Dale Wells Suite 656East Joshua, ME 73389",32.05426185,13.14966956,37.6504002,4.195614413,561.8746577
xevans@hotmail.com,"13164 Miller CampSouth Deannaberg, ID 85433",33.22877227,12.6853939,36.04898625,2.139403004,444.5761441
lauriewilson@jackson.com,"389 Joshua Stravenue Apt. 983Martinezland, MN 29049",32.07759004,10.34787695,39.0451557,3.434559723,401.0331352
cruiz@yahoo.com,"497 Julian Brook Suite 872Hillberg, FM 87927-5760",33.98100558,9.316289204,36.91495155,2.868428182,384.3260571
tammy12@gmail.com,"78297 Brown Street Apt. 786East Taylorfurt, AK 97246",34.17951757,12.58154773,35.4442647,3.137068975,527.7829958
adamperkins@terrell.com,"2595 James Creek Apt. 571Millerberg, HI 82236",32.60273898,11.76444759,37.92270381,3.525806412,482.1449969
willie26@johnson-howard.com,"97686 Robertson Cape Suite 607Port Veronicaside, NE 47293",32.03054972,12.64420212,38.00182747,5.038107494,594.2744834
yvaughn@meyer.com,"9863 Dawn Court Suite 429Lake Connie, MI 12238",33.10035775,11.83211223,36.84149164,3.612239152,502.0925279
carolfarley@gmail.com,"51173 Curtis Cliff Apt. 727Ramoston, DE 32714-4579",32.99059904,10.44123506,35.9389625,2.895075163,407.6571788
rhonda01@gmail.com,"939 Watson RunStaceyberg, VT 58376-0454",34.38582029,12.72971951,36.2321098,5.705940717,708.9351849
david80@knight.com,"368 Morris Ports Apt. 735New Lisaville, GA 34271-8632",34.35719627,9.477777608,37.90601452,5.047022551,531.9615505
aaron04@yahoo.com,"16338 Scott Corner Suite 727West Alexandra, AR 54429",33.7051128,10.16317906,37.76304108,4.778973636,521.2407802
kaylahenderson@hotmail.com,Unit 1609 Box 3480DPO AA 95185,32.40429505,11.60899794,38.11045691,2.966558885,447.3690272
mholt@hotmail.com,"486 Adams HillsNorth Walter, MS 18124",31.82934646,11.26825923,36.95696543,2.668919773,385.152338
tanya20@gmail.com,"69279 Stewart MountainsSouth Pamela, KS 22541-3414",31.36621217,11.16315954,37.08831936,3.620354589,430.5888826
aaron89@gmail.com,"0128 Sampson Loop Suite 943Hoffmanton, MO 02122",31.44744649,10.1016322,38.04345265,4.238296188,418.6027421
hunterlucas@gmail.com,"89301 Kylie CrossroadPetersonberg, MH 23834",33.58294684,12.76153128,36.90818962,2.479339823,478.9514048
sfarley@jones.com,"0554 Powers CurveNathanchester, FL 06878-6336",32.39742194,12.05534016,37.68546549,3.506967574,483.7965221
sarahtran@dixon.com,"770 Katie Walk Apt. 585Port David, MN 52850",35.03744996,11.93593497,35.78392374,3.310150347,538.9419745
randywhite@armstrong.biz,"0506 Pitts ForksWoodsbury, AL 98082-8186",32.78494023,12.45120001,36.66579137,3.535802468,486.1637991
tsmith@yahoo.com,"92028 Thomas Mountains Suite 044New Matthew, MI 02429-0994",33.97172204,12.28446707,38.29572526,1.13047696,385.0950071
martinezleah@carter.com,"8456 Joseph Locks Suite 926Christopherport, TN 57784",33.38599019,12.78217179,35.55077227,3.228717686,527.7837898
steven00@combs.com,"64460 Morris FordsGonzalesmouth, MI 40832",33.55655567,12.96030713,37.95194632,3.345922321,547.1907494
blakekent@smith-pena.com,"3933 Brooke PointJohnsonburgh, DE 22659-3488",33.58737339,9.953995006,37.34573893,3.215666827,410.6029439
amanda03@yahoo.com,"313 Lisa Loop Apt. 543North Jenniferchester, MN 58819",34.18818406,13.13002166,35.42933439,3.790552137,583.977802
brandonsmith@yahoo.com,"62106 Nathan Mountain Suite 505North Matthewborough, AZ 32092-6122",33.59396355,11.52056679,36.1891318,3.561215271,474.5323294
thardy@perry.com,"39209 Cooper Neck Apt. 541Tylermouth, ME 94450",33.23626572,10.97255431,34.57402759,2.931619535,414.9350607
michael86@yahoo.com,"87270 Garrett Cliffs Suite 361Brooksberg, MO 26555-2502",33.2089197,13.53191346,38.95246252,3.046540621,550.8133677
ulee@wells.com,"309 Singleton HollowMatthewhaven, NJ 68776-7477",33.63781168,12.03950237,34.48718475,2.739200467,458.7811317
judithsmith@jimenez.biz,"186 Anthony RouteGordonview, AS 78120-4633",33.5904858,10.94206962,36.1704942,2.783963128,407.542168
nblack@smith-romero.biz,"00615 Tracy IslandsNew Marcfort, MO 87297-7431",34.19550803,12.66419262,37.02715036,4.330407444,581.3089329
michaelcampbell@yahoo.com,"96480 White Lane Suite 521Pattersonhaven, OR 39409-4561",35.86023651,11.73066139,36.88214908,3.416209978,546.5566669
rcarter@crane-thompson.org,"14064 Frazier Hills Apt. 176Amyborough, MP 77858-0018",33.48193057,11.91867031,37.31770495,3.336339382,503.1750852
dwhite@gmail.com,"02136 White Grove Suite 418Marytown, DE 70033",33.25823783,11.51494907,37.1280395,4.662845304,549.1315733
vancemichelle@gmail.com,"6586 Reginald Crest Apt. 061North Josephfort, NM 55275",32.31985797,12.4181132,36.1553362,3.222080767,482.8309859
kylemelendez@hotmail.com,"2749 Cunningham Flat Apt. 838Derekberg, OH 45288",32.43083858,13.88727541,38.38195597,3.772969025,557.6082621
richard35@hale-duncan.net,"33940 Craig Throughway Apt. 334Martinview, IL 62015-0314",31.44597248,12.84649907,37.86921694,3.42014953,484.8769649
waltonkaren@gmail.com,"355 Villegas Isle Apt. 070West Jenniferview, NM 26775-4339",35.74266981,10.88982828,35.56543624,6.115198946,669.9871405
contrerastiffany@gmail.com,"439 Todd Summit Apt. 478Mooreland, AR 31655",34.01261946,12.91457009,36.04620352,3.488029991,547.7099886
